id	Year	Dummy School	Education	Experience	Wage
446	1982	0	9	1.85	
447	1982	1	11	0.58	4.51
448	1982	0	14	0.0	
449	1982	0	9	3.9	6.77
450	1982	0	9		
451	1982	1	11	0.0	
452	1982	0	9		4.59
453	1982	0	12	1.29	5.15
454	1982	0	14	0.0	9.29
455	1982	0	10	2.44	17.61
456	1982	0	13	2.0	6.95
457	1982	0	12	0.0	
458	1982	0	10	2.92	5.42
459	1982	1	12	0.94	
460	1982	1	11	0.0	
461	1982	0	13	1.0	5.08
462	1982	0	11	2.67	5.42
463	1982	0	12		16.59
464	1982	0	12	1.4	6.3
465	1982	0	10	1.0	5.28
466	1982	0	12	3.0	4.51
467	1982	1	11	0.0	
468	1982	1	15	0.0	
469	1982	1	13	0.0	
470	1982	1	13	0.0	
471	1982	1	12	1.0	4.54
472	1982	0	11	1.0	
473	1982	0	12		6.77
474	1982	0	11	3.0	
475	1982	0	13		
476	1982	1	12	0.0	
477	1982	0	10	1.94	7.79
478	1982	1	12	0.0	
479	1982	0	12	2.0	7.45
480	1982	1	12	0.33	
481	1982	1	10	0.0	
482	1982	1	11	0.0	
483	1982	0	12	2.0	9.14
484	1982	0	13		4.81
485	1982	1	11	0.0	
486	1982	0	12	2.0	7.37
487	1982	1	11	0.0	
488	1982	1	15	0.0	
489	1982	0	12		6.09
490	1982	0	12	4.0	6.89
491	1982	0	12	1.88	5.42
492	1982	0	12		5.42
493	1982	0	12	2.96	9.48
494	1982	0	12	0.0	
495	1982	0	12	3.0	
496	1982	0	12	3.0	7.11
497	1982	0	11		15.74
498	1982	1	11	0.0	
499	1982	0	12	3.98	
500	1982	1	11	0.0	
501	1982	1	13	0.0	
502	1982	0	12	1.04	5.42
503	1982	0	12		8.13
504	1982	0	12		6.09
505	1982	0	10	1.5	10.24
506	1982	1	12	1.0	
507	1982	0	8	0.6	
508	1982	0	12	3.6	10.16
509	1982	0	7	3.73	
510	1982	1	11	0.0	
511	1982	0	11	2.63	
512	1982	0	10		5.42
513	1982	1	11	0.0	
514	1982	0	12	1.27	5.55
515	1982	1	13	0.0	
516	1982	1	10	1.0	
517	1982	0	12	2.54	
518	1982	0	14		
519	1982	1	9	0.94	4.6
520	1982	0	12		14.22
521	1982	1	11	0.0	
522	1982	1	13	0.0	
523	1982	0	16	0.0	
524	1982	1	13	0.0	
525	1982	0	13	1.0	5.08
526	1982	1	17	0.0	
527	1982	1	14	0.0	
528	1982	0	13	0.0	
529	1982	1	11	0.0	
530	1982	1	12	1.0	7.18
531	1982	0	12		8.13
532	1982	0	9		13.41
533	1982	1	11	0.0	
534	1982	1	12	0.0	12.19
535	1982	0	9	2.46	7.33
536	1982	1	11	0.0	
537	1982	1	13	0.0	
538	1982	0	12		8.86
539	1982	1	10	0.0	
540	1982	0	12		13.69
541	1982	1	12	0.27	6.09
542	1982	1	14	0.0	
543	1982	1	12	0.94	6.77
544	1982	0	12	3.06	
545	1982	0	10	1.21	4.74
546	1982	0	11	0.0	
547	1982	0	11	0.31	4.74
548	1982	0	12	0.0	6.09
549	1982	0	13		10.5
550	1982	1	15	0.0	
551	1982	1	12	0.0	
552	1982	1	12	0.0	
553	1982	0	12	2.0	9.77
554	1982	1	12	1.0	6.77
555	1982	1	12	0.0	
556	1982	1	12	0.0	
557	1982	0	9	0.0	9.63
558	1982	0	12	0.0	
559	1982	1	11	0.0	
560	1982	0	11	3.87	7.33
561	1982	1	10	0.0	
562	1982	1	14	0.0	
563	1982	1	16	1.0	10.42
564	1982	1	13	0.0	
565	1982	1	14	0.0	
566	1982	1	13	0.0	
567	1982	0	11	2.0	
568	1982	1	11	0.0	
569	1982	0	11	3.0	
570	1982	0	12	0.0	
571	1982	1	11	0.0	
572	1982	0	12	0.0	9.32
573	1982	0	10	1.85	7.19
574	1982	1	10	0.0	
575	1982	1	13	0.0	
576	1982	1	14	0.0	
577	1982	1	13	0.0	
578	1982	0	12	2.0	5.42
579	1982	0	10	1.0	4.35
580	1982	1	13	0.0	
581	1982	0	11	0.0	
582	1982	0	11	1.92	5.26
583	1982	1	13	0.0	
584	1982	1	14	0.0	
585	1982	1	11	0.0	
586	1982	1	15	0.0	
587	1982	1	16	1.0	7.45
588	1982	1	13	0.0	
589	1982	0	12	8.94	8.68
590	1982	0	12	0.0	
591	1982	1	14	0.0	
592	1982	1	14	0.0	
593	1982	1	12	0.0	6.33
594	1982	0	13	1.0	15.05
595	1982	0	12		
596	1982	0	12	3.73	
597	1982	0	12		14.56
598	1982	1	12	0.94	7.18
599	1982	0	12	2.0	5.82
600	1982	1	10	0.0	
601	1982	0	14		6.5
602	1982	1	15	0.0	
603	1982	1	11	0.0	
604	1982	1	12	1.0	2.25
605	1982	0	12	2.69	
606	1982	1	16	0.88	11.74
607	1982	0	16	0.0	
608	1982	0	12		14.97
609	1982	0	13		12.08
610	1982	1	13	0.0	
611	1982	1	11	0.0	
612	1982	1	16	1.0	10.09
613	1982	0	11	0.0	
614	1982	0	14	0.0	4.74
615	1982	1	11	0.0	
616	1982	1	15	0.0	
617	1982	1	13	0.0	
618	1982	1	15	0.0	
619	1982	1	15	0.0	
620	1982	0	11	2.15	7.15
621	1982	0	12	3.38	5.42
622	1982	0	8		11.0
623	1982	0	12	2.0	11.67
624	1982	1	15	0.0	
625	1982	1	14	0.0	
626	1982	0	12	1.33	4.54
627	1982	0	10	1.12	7.63
628	1982	0	12	4.0	6.5
629	1982	1	14	0.0	
630	1982	0	12	3.62	
631	1982	0	12	2.0	7.52
632	1982	0	13	1.0	10.16
633	1982	1	15	0.0	
634	1982	1	13	0.0	
635	1982	1	15	0.0	
636	1982	0	9	0.0	4.54
637	1982	0	10	0.0	
638	1982	1	15	0.0	
639	1982	0	8	0.0	8.4
640	1982	1	9	0.0	
641	1982	0	11	0.0	
642	1982	0	12	2.0	5.2
643	1982	1	10	0.0	
644	1982	0	11		
645	1982	0	12		6.64
646	1982	0	10	2.79	
647	1982	1	11	0.0	
648	1982	0	12	1.75	5.08
649	1982	1	10	0.0	
650	1982	1	10	0.0	
651	1982	1	12	0.0	
652	1982	0	12	1.37	4.06
653	1982	0	12	0.0	12.19
654	1982	1	15	0.0	
655	1982	1	12	0.0	
656	1982	0	14	0.0	
657	1982	0	12	2.0	9.02
658	1982	1	12	0.0	
659	1982	1	12	0.0	
660	1982	0	12	3.0	17.13
661	1982	0	12	1.04	6.77
662	1982	0	12		6.98
663	1982	0	12		
664	1982	1	13	0.0	5.08
665	1982	1	11	0.0	
666	1982	1	14	0.0	
667	1982	0	11	1.5	5.08
668	1982	0	14	2.29	8.13
669	1982	1	11	0.0	
670	1982	1	12	0.0	
671	1982	0	11		9.35
672	1982	1	12	0.0	
673	1982	1	11	0.0	
674	1982	1	10	0.0	
675	1982	1	14	1.0	13.54
676	1982	0	13	0.0	
677	1982	1	12	0.0	
678	1982	1	14	0.0	
679	1982	0	11	1.85	6.09
680	1982	1	11	0.0	
681	1982	0	12	1.9	
682	1982	1	12	1.0	6.77
683	1982	1	11	0.0	
684	1982	0	14	0.92	12.19
685	1982	0	12	2.65	5.92
686	1982	1	12	0.83	6.77
687	1982	1	11	0.0	
688	1982	1	13	0.0	
689	1982	1	16	0.6	7.45
690	1982	0	12		8.47
691	1982	1	13	1.0	5.42
692	1982	1	11	0.0	
693	1982	0	13	0.0	7.8
694	1982	0	12	1.25	11.44
695	1982	0	12	1.77	7.45
696	1982	0	12		5.28
697	1982	0	12		
698	1982	0	12		8.52
699	1982	0	12		9.21
700	1982	1	12	1.0	8.13
701	1982	0	9	1.88	5.96
702	1982	0	12	1.19	6.77
703	1982	1	11	0.0	
704	1982	1	13	0.0	
705	1982	1	14	0.0	
706	1982	1	13	0.0	7.73
707	1982	0	12	3.98	11.65
708	1982	0	12	2.0	6.77
709	1982	0	12	3.0	12.69
710	1982	0	12		12.89
711	1982	1	12	0.1	5.42
712	1982	0	12	2.0	3.39
713	1982	0	11	0.69	4.74
714	1982	0	12	0.0	
715	1982	0	12	1.15	6.89
716	1982	0	12		4.67
717	1982	1	13	0.0	6.77
718	1982	0	12	3.71	4.54
719	1982	0	9	0.62	6.5
720	1982	1	11	0.0	
721	1982	0	12	0.0	
722	1982	1	13	1.0	13.54
723	1982	1	13	0.0	
724	1982	0	11	0.73	3.05
725	1982	0	12		
726	1982	1	11	0.0	
727	1982	0	15	1.96	
728	1982	1	14	0.0	
729	1982	1	13	0.0	
730	1982	0	9		7.79
731	1982	0	11		7.79
732	1982	0	12		9.63
733	1982	0	12		10.84
734	1982	0	12	3.71	
735	1982	0	12	3.0	
736	1982	0	10		
737	1982	0	10	0.83	
738	1982	1	11	0.0	
739	1982	0	8	1.17	6.77
740	1982	1	14	0.0	
741	1982	1	15	0.0	
742	1982	1	14	0.96	8.82
743	1982	0	10		
744	1982	0	12	2.0	5.89
745	1982	0	10	1.0	6.38
746	1982	1	12	1.0	4.84
747	1982	1	11	0.0	
748	1982	0	11	0.0	
749	1982	0	10		7.79
750	1982	1	15	0.0	
751	1982	1	11	0.0	
752	1982	0	12		15.74
753	1982	0	14	0.0	
754	1982	1	12	0.0	
755	1982	0	12	0.0	
756	1982	1	10	0.0	
757	1982	1	11	0.0	
758	1982	0	12	3.0	6.91
759	1982	1	11	0.0	
760	1982	1	10	0.0	
761	1982	0	10		
762	1982	0	12	0.87	4.74
763	1982	0	12		
764	1982	1	11	0.0	
765	1982	1	13	0.0	
766	1982	1	14	0.0	
767	1982	1	11	0.0	
768	1982	0	12	0.67	6.04
769	1982	1	11	0.0	
770	1982	1	12	0.0	
771	1982	1	13	0.0	
772	1982	0	13		5.63
773	1982	1	14	0.0	
774	1982	1	12	0.0	
775	1982	0	13	0.0	
776	1982	0	9	2.9	
777	1982	1	12	0.0	
778	1982	1	13	0.0	
779	1982	1	11	0.0	
780	1982	1	13	0.0	
781	1982	1	12	1.0	4.81
782	1982	1	12	0.0	
783	1982	1	13	0.0	6.09
784	1982	1	13	0.0	
785	1982	1	12	0.0	
786	1982	1	15	0.0	
787	1982	1	13	0.0	
788	1982	0	13	3.75	9.43
789	1982	1	13	0.0	
790	1982	1	12	0.0	
791	1982	0	12		
792	1982	1	13	0.0	
793	1982	1	13	0.0	
794	1982	0	12	4.0	9.77
795	1982	1	16	0.0	
796	1982	0	15	0.0	
797	1982	1	11	0.0	
798	1982	0	12	2.44	8.38
799	1982	1	10	0.0	
800	1982	1	11	1.0	7.45
801	1982	0	7		13.54
802	1982	0	12		13.54
803	1982	0	12	0.0	
804	1982	1	11	0.0	
805	1982	1	10	0.0	
806	1982	0	11	3.5	6.09
807	1982	0	11	1.0	4.31
808	1982	0	9	4.0	6.77
809	1982	1	11	0.0	
810	1982	0	12		4.6
811	1982	1	11	0.0	
812	1982	0	10	2.0	
813	1982	0	9		5.08
814	1982	1	11	0.0	
815	1982	1	14	0.0	
816	1982	1	12	0.0	
817	1982	0	12	0.0	
818	1982	1	12	0.0	
819	1982	1	11	0.0	
820	1982	0	10		
821	1982	0	8		6.09
822	1982	0	12	2.96	
823	1982	1	13	0.0	
824	1982	1	12	1.0	5.76
825	1982	0	9	1.38	6.0
826	1982	0	12		8.23
827	1982	0	11		5.2
828	1982	0	11	2.0	6.77
829	1982	1	11	0.0	
830	1982	0	12	0.0	
831	1982	0	12		6.77
832	1982	0	12	2.0	
833	1982	1	11	0.0	
834	1982	1	14	0.0	
835	1982	0	9	0.71	6.77
836	1982	0	9	2.85	7.0
837	1982	1	11	0.0	
838	1982	1	11	0.0	
839	1982	0	9	2.98	
840	1982	0	10	0.27	7.45
841	1982	0	12	3.0	16.25
842	1982	1	11	0.0	
843	1982	1	14	0.0	
844	1982	1	14	0.0	
845	1982	0	13	0.0	
846	1982	1	10	0.0	
847	1982	1	12	0.79	
848	1982	1	10	0.0	
849	1982	0	10		13.54
850	1982	0	14	2.0	12.19
851	1982	0	12	4.0	11.34
852	1982	1	12	0.96	8.13
853	1982	1	12	1.0	7.45
854	1982	1	14	0.0	
855	1982	1	13	0.0	
856	1982	0	8		7.8
857	1982	0	8		9.75
858	1982	0	11		8.8
859	1982	1	11	0.0	
860	1982	0	14	0.0	
861	1982	0	13	3.0	16.93
862	1982	1	12	0.0	
863	1982	1	11	0.0	
864	1982	1	12	1.0	6.74
865	1982	0	14	0.75	6.91
866	1982	1	12	0.0	
867	1982	1	11	0.0	
868	1982	0	12	1.35	11.96
869	1982	1	15	0.0	
870	1982	0	11	1.62	8.4
871	1982	0	11		9.64
872	1982	0	12	1.92	
873	1982	0	12	1.71	
874	1982	0	11	0.0	5.08
875	1982	1	12	1.0	5.55
876	1982	1	11	0.0	
877	1982	0	9	2.96	4.54
878	1982	0	16	1.92	11.51
879	1982	0	12		7.45
880	1982	0	12	2.94	5.42
881	1982	0	12	0.0	
882	1982	1	11	0.0	
883	1982	0	12	2.0	11.85
884	1982	0	10	2.0	
885	1982	1	14	0.0	
886	1982	0	13	1.0	7.65
887	1982	0	12	0.0	
888	1982	1	13	0.0	
889	1982	0	15	0.0	5.59
890	1982	1	11	0.94	6.77
891	1982	1	12	0.0	
892	1982	0	12	0.0	8.8
893	1982	0	9	0.0	
894	1982	0	10	0.0	5.24
895	1982	1	11	0.0	
896	1982	0	11	1.88	5.49
897	1982	0	11	0.0	4.54
898	1982	0	12		8.47
899	1982	1	12	0.0	
900	1982	1	12	0.0	
901	1982	1	12	0.81	8.07
902	1982	0	11		3.9
903	1982	0	11	2.63	6.77
904	1982	0	10	1.69	6.09
905	1982	1	11	0.0	
906	1982	0	14	1.94	8.53
907	1982	1	10	0.0	
908	1982	0	12		6.39
909	1982	1	14	0.0	
910	1982	1	13	0.0	
911	1982	0	12	2.62	6.93
912	1982	1	11	0.0	
913	1982	1	11	0.0	
914	1982	0	12	2.98	4.02
915	1982	0	12	0.0	4.23
916	1982	0	12	4.0	13.81
917	1982	0	12		3.07
918	1982	0	9	0.0	
919	1982	1	11	0.0	
920	1982	1	15	0.0	
921	1982	0	12	0.0	
922	1982	0	12	3.0	12.6
923	1982	0	9	3.27	
924	1982	0	12	3.0	13.02
925	1982	0	13	3.0	2.17
926	1982	0	15	0.0	
927	1982	0	12	1.96	6.77
928	1982	0	12		8.13
929	1982	0	10	1.73	3.9
930	1982	0	10	1.0	
931	1982	0	12	0.0	6.77
932	1982	1	11	0.0	
933	1982	1	12	0.92	5.42
934	1982	0	13	3.0	5.21
935	1982	0	12	0.0	8.4
936	1982	1	11	0.0	
937	1982	0	11	2.0	
938	1982	0	12	2.96	16.25
939	1982	1	11	0.0	
940	1982	1	15	0.0	
941	1982	1	14	0.92	4.51
942	1982	1	14	0.0	
943	1982	1	11	0.0	
944	1982	0	12	1.94	5.28
945	1982	0	12	2.88	10.16
946	1982	0	12	2.88	4.74
947	1982	1	13	0.88	4.54
948	1982	0	13	0.0	
949	1982	1	11	0.0	
950	1982	1	14	1.0	10.16
951	1982	0	12	0.0	10.09
952	1982	1	12	0.0	3.39
953	1982	0	13	0.0	
954	1982	0	12	1.0	4.54
955	1982	0	15	2.0	5.42
956	1982	0	12	2.92	7.83
957	1982	1	12	1.0	4.54
958	1982	0	10	0.0	
959	1982	1	10	0.0	
960	1982	0	12		3.93
961	1982	0	11	2.83	8.19
962	1982	1	12	0.73	4.74
963	1982	1	12	0.94	4.54
964	1982	1	12	0.0	
965	1982	0	12		8.47
966	1982	1	11	0.0	
967	1982	0	11		10.02
968	1982	1	11	0.0	
969	1982	1	11	0.0	
970	1982	0	7	1.98	
971	1982	1	12	1.0	
972	1982	1	10	0.0	
973	1982	0	12	1.48	11.73
974	1982	1	12	0.0	
975	1982	0	11	0.67	6.77
976	1982	0	12	2.0	9.25
977	1982	1	11	0.0	
978	1982	1	11	0.0	
979	1982	0	12	2.96	
980	1982	0	13	2.0	9.44
981	1982	1	12	0.0	
982	1982	1	10	0.0	
983	1982	1	10	0.0	
984	1982	1	14	0.81	11.0
985	1982	0	12		
986	1982	1	12	0.0	
987	1982	1	11	0.0	
988	1982	1	10	0.0	
989	1982	1	12	0.0	
990	1982	0	12	3.96	14.15
991	1982	0	13	0.0	5.08
992	1982	1	12	0.85	4.54
993	1982	0	12		8.13
994	1982	0	12	4.0	7.35
995	1982	0	12		9.54
996	1982	0	12	0.0	
997	1982	1	13	0.0	
998	1982	1	11	0.0	
999	1982	1	15	0.0	
1000	1982	1	12	0.88	3.72
1001	1982	1	14	0.0	
1002	1982	1	11	0.0	
1003	1982	0	12	2.92	4.74
1004	1982	1	12	0.0	
1005	1982	1	11	0.0	
1006	1982	0	8	3.96	5.55
1007	1982	0	9	2.92	
1008	1982	1	10	0.98	7.45
1009	1982	0	8	1.81	4.74
1010	1982	1	10	0.0	
1011	1982	0	12	3.0	9.14
1012	1982	0	8		
1013	1982	0	9	2.5	12.93
1014	1982	1	11	0.71	5.42
1015	1982	1	12	0.0	
1016	1982	0	17	0.0	
1017	1982	1	12	0.0	
1018	1982	0	12		17.07
1019	1982	1	11	0.0	
1020	1982	1	16	1.0	12.6
1021	1982	1	14	0.0	
1022	1982	0	12	0.0	
1023	1982	1	14	0.0	
1024	1982	0	12	2.96	9.14
1025	1982	1	11	0.0	
1026	1982	0	6	3.6	5.26
1027	1982	0	13		4.23
1028	1982	0	11	0.0	
1029	1982	0	12	0.71	4.17
1030	1982	0	14	0.48	9.02
1031	1982	1	11	0.0	
1032	1982	1	11	0.0	
1033	1982	1	12	1.0	6.77
1034	1982	0	12	2.87	19.53
1035	1982	1	11	0.0	
1036	1982	0	10		8.13
1037	1982	0	9		6.77
1038	1982	0	12		
1039	1982	0	12	2.0	10.74
1040	1982	1	12	0.0	
1041	1982	0	11	3.85	11.17
1042	1982	0	12	1.9	11.26
1043	1982	0	12		13.14
1044	1982	1	11	0.0	
1045	1982	1	13	1.0	7.58
1046	1982	1	11	0.0	
1047	1982	0	12	0.0	
1048	1982	0	10		10.16
1049	1982	0	10	0.0	
1050	1982	1	11	0.0	
1051	1982	0	12		6.84
1052	1982	0	11		5.08
1053	1982	0	12	2.67	14.14
1054	1982	1	11	0.0	
1055	1982	0	11		5.42
1056	1982	1	10	0.0	
1057	1982	0	12		10.42
1058	1982	0	16	2.0	11.01
1059	1982	1	14	1.0	5.42
1060	1982	0	12	2.0	
1061	1982	1	11	0.0	
1062	1982	1	12	0.87	2.51
1063	1982	1	13	0.98	15.93
1064	1982	1	11	0.0	
1065	1982	0	12	1.96	9.14
1066	1982	0	12	1.96	9.12
1067	1982	1	11	0.0	
1068	1982	0	11	1.96	
1069	1982	0	13	2.0	7.41
1070	1982	0	10	3.33	9.48
1071	1982	0	12	2.83	4.54
1072	1982	1	11	0.0	
1073	1982	0	12	2.25	5.42
1074	1982	1	11	0.0	
1075	1982	1	11	0.0	
1076	1982	1	10	0.6	
1077	1982	0	12	1.83	9.67
1078	1982	1	13	0.0	
1079	1982	1	13	0.0	
1080	1982	0	9	2.69	
1081	1982	0	10	2.98	5.65
1082	1982	0	12	1.9	7.04
1083	1982	0	14	0.0	
1084	1982	0	12		4.25
1085	1982	1	12	0.0	
1086	1982	1	13	0.0	
1087	1982	1	15	0.0	
1088	1982	0	12		4.74
1089	1982	1	10	0.0	
1090	1982	1	12	1.0	4.54
1091	1982	0	10		
1092	1982	0	10	1.38	8.13
1093	1982	1	12	0.58	
1094	1982	1	10	0.0	
1095	1982	0	12	2.0	6.09
1096	1982	0	12	2.96	2.07
1097	1982	0	12		4.27
1098	1982	0	12	3.4	9.01
1099	1982	0	12	3.0	6.43
1100	1982	0	12	0.0	
1101	1982	0	11	0.0	
1102	1982	1	12	1.0	6.09
1103	1982	0	12	0.0	
1104	1982	1	11	0.0	
1105	1982	1	12	0.0	
1106	1982	0	12	3.0	5.78
1107	1982	0	12		6.77
1108	1982	0	12	2.0	2.88
1109	1982	0	10	1.96	5.42
1110	1982	1	12	0.0	
1111	1982	1	15	0.0	
1112	1982	0	12	0.87	4.74
1113	1982	1	12	1.0	4.74
1114	1982	1	12	0.0	
1115	1982	0	10	2.0	
1116	1982	1	11	0.0	
1117	1982	0	12	3.0	6.05
1118	1982	1	13	0.0	
1119	1982	1	11	0.0	
1120	1982	1	13	0.0	
1121	1982	0	12	1.63	8.13
1122	1982	0	8	2.17	
1123	1982	0	7	0.73	4.54
1124	1982	0	12	2.0	8.13
1125	1982	1	11	0.0	
1126	1982	0	8	0.96	
1127	1982	1	11	0.0	
1128	1982	0	8	2.13	4.54
1129	1982	1	12	1.0	
1130	1982	1	12	0.0	
1131	1982	0	12	3.0	13.54
1132	1982	0	12	3.23	5.42
1133	1982	0	12	2.0	5.12
1134	1982	1	11	0.0	
1135	1982	0	12	0.0	
1136	1982	1	12	0.0	
1137	1982	0	11	1.0	5.2
1138	1982	1	15	0.0	
1139	1982	1	11	0.0	
1140	1982	0	8	3.92	7.8
1141	1982	0	12	1.79	5.42
1142	1982	0	8	3.9	
1143	1982	1	12	0.0	
1144	1982	1	13	0.0	
1145	1982	0	9	1.94	5.85
1146	1982	1	12	1.0	4.06
1147	1982	1	15	0.0	
1148	1982	0	12	2.0	6.77
1149	1982	0	10	0.21	
1150	1982	1	12	1.0	5.8
1151	1982	0	12	2.87	6.77
1152	1982	1	15	0.0	
1153	1982	1	11	0.0	
1154	1982	0	16	1.98	
1155	1982	0	9	3.38	5.42
1156	1982	0	9	4.0	5.61
1157	1982	0	8		4.4
1158	1982	1	11	0.0	
1159	1982	0	12		2.51
1160	1982	1	10	0.0	
1161	1982	0	12		
1162	1982	0	10	2.42	5.58
1163	1982	0	9	1.94	
1164	1982	1	14	0.0	
1165	1982	1	16	0.83	9.12
1166	1982	1	12	0.0	
1167	1982	0	12	2.69	7.03
1168	1982	1	10	0.0	
1169	1982	0	11		5.42
1170	1982	0	10	2.21	4.74
1171	1982	0	11	0.0	6.5
1172	1982	0	12	4.0	
1173	1982	1	11	0.0	
1174	1982	0	12	3.63	10.46
1175	1982	0	11	0.0	
1176	1982	0	10	2.4	6.43
1177	1982	0	9	1.12	
1178	1982	0	10	2.98	
1179	1982	1	10	0.0	
1180	1982	0	9		
1181	1982	0	8	1.69	6.77
1182	1982	0	11	2.08	5.42
1183	1982	0	11	1.83	4.06
1184	1982	1	13	0.0	
1185	1982	0	8	1.0	2.25
1186	1982	0	10	3.37	4.51
1187	1982	0	12	1.5	6.57
1188	1982	0	8		4.74
1189	1982	0	7		6.77
1190	1982	1	16	0.9	6.22
1191	1982	1	17	1.0	6.01
1192	1982	0	15	1.0	5.42
1193	1982	0	9		4.74
1194	1982	0	8	2.0	12.69
1195	1982	0	8		4.54
1196	1982	0	12	2.96	
1197	1982	0	10	0.0	4.54
1198	1982	0	12	1.71	5.08
1199	1982	1	11	0.0	
1200	1982	0	11		4.54
1201	1982	0	8		6.5
1202	1982	0	8	2.83	4.56
1203	1982	1	11	0.0	
1204	1982	1	12	1.0	4.54
1205	1982	1	11	0.0	
1206	1982	0	14	3.0	
1207	1982	1	13	0.0	
1208	1982	0	9	2.0	3.77
1209	1982	1	12	0.56	6.77
1210	1982	0	10		8.47
1211	1982	1	16	0.85	
1212	1982	0	12	0.0	
1213	1982	0	11	0.1	4.54
1214	1982	1	10	0.0	
1215	1982	0	10		8.53
1216	1982	0	10	1.54	7.52
1217	1982	0	12	2.0	7.41
1218	1982	0	16	0.0	
1219	1982	1	11	0.0	
1220	1982	1	15	0.0	
1221	1982	0	12	1.5	4.54
1222	1982	0	11	3.0	3.72
1223	1982	0	8	2.33	3.7
1224	1982	0	10		12.19
1225	1982	1	11	0.0	
1226	1982	0	9	2.81	5.42
1227	1982	0	9	2.4	4.51
1228	1982	1	9	0.0	
1229	1982	1	10	0.9	
1230	1982	0	12	0.0	10.16
1231	1982	1	12	1.0	4.06
1232	1982	0	12		5.08
1233	1982	0	9	2.79	
1234	1982	0	8	3.77	8.13
1235	1982	1	11	0.0	
1236	1982	1	16	0.0	6.3
1237	1982	1	10	0.0	
1238	1982	0	10		
1239	1982	0	8		2.9
1240	1982	0	9	1.0	
1241	1982	0	12	1.87	
1242	1982	0	12	1.6	5.28
1243	1982	0	11	1.0	
1244	1982	0	10	1.0	4.54
1245	1982	1	13	0.0	
1246	1982	0	10	1.98	7.45
1247	1982	1	12	0.0	5.77
1248	1982	0	11	0.0	4.51
1249	1982	1	12	0.0	3.72
1250	1982	1	15	0.0	
1251	1982	0	16	0.0	
1252	1982	0	10	0.0	12.87
1253	1982	1	18	0.0	
1254	1982	0	16	2.0	10.42
1255	1982	0	15	0.0	
1256	1982	0	14	0.0	8.47
1257	1982	1	11	0.94	
1258	1982	0	9		
1259	1982	0	12	2.13	5.76
1260	1982	0	9	3.37	
1261	1982	0	10	2.23	6.77
1262	1982	0	9	0.0	
1263	1982	0	11	3.71	
1264	1982	1	12	0.96	4.74
1265	1982	1	11	0.0	
1266	1982	0	12	0.0	9.44
1267	1982	1	16	1.0	7.8
1268	1982	0	10		7.08
1269	1982	0	13	1.0	7.52
1270	1982	0	11	0.0	
1271	1982	1	12	0.92	14.22
1272	1982	0	12	3.85	9.63
1273	1982	0	12	0.0	
1274	1982	0	11	2.1	10.84
1275	1982	0	6	3.92	
1276	1982	0	12	2.0	
1277	1982	0	12		5.42
1278	1982	0	12	1.21	4.74
1279	1982	0	9	2.54	5.69
1280	1982	0	12	0.92	
1281	1982	1	9	0.0	
1282	1982	0	13	2.0	6.43
1283	1982	0	13	2.0	
1284	1982	0	12	2.94	7.53
1285	1982	1	12	1.0	13.54
1286	1982	0	10		
1287	1982	0	8	2.94	8.13
1288	1982	0	8	1.65	4.54
1289	1982	0	12	2.87	10.42
1290	1982	0	10	4.0	7.11
1291	1982	0	12	3.0	6.57
1292	1982	1	10	0.0	
1293	1982	0	9		6.98
1294	1982	0	7	1.71	6.5
1295	1982	0	8	1.13	4.06
1296	1982	0	12	1.06	9.48
1297	1982	1	13	0.0	7.58
1298	1982	0	11	0.0	
1299	1982	0	12	3.81	7.27
1300	1982	0	8		
1301	1982	0	12		12.03
1302	1982	1	12	0.5	6.09
1303	1982	0	12	2.0	5.21
1304	1982	0	11	1.0	5.57
1305	1982	1	10	0.0	
1306	1982	0	10	2.13	
1307	1982	1	8	0.9	6.09
1308	1982	1	14	0.0	
1309	1982	0	9	1.81	4.54
1310	1982	1	13	0.79	4.54
1311	1982	0	10	0.85	
1312	1982	0	9	1.83	3.05
1313	1982	0	13	0.0	16.6
1314	1982	0	12	2.92	7.6
1315	1982	0	9	2.6	
1316	1982	1	14	0.0	
1317	1982	1	12	0.0	
1318	1982	0	12		5.42
1319	1982	0	10		6.77
1320	1982	0	9		6.77
1321	1982	1	10	0.85	7.45
1322	1982	1	11	0.0	
1323	1982	0	13	2.87	10.42
1324	1982	0	7	1.15	
1325	1982	0	8	3.71	6.09
1326	1982	1	9	0.0	
1327	1982	0	9	1.94	4.06
1328	1982	0	11	2.96	2.98
1329	1982	0	6	3.81	13.88
1330	1982	0	9	2.0	
1331	1982	0	9	3.33	6.77
1332	1982	0	12		6.91
1333	1982	0	12		
1334	1982	0	12	2.63	4.74
1335	1982	0	9	0.96	5.11
1336	1982	1	13	0.0	5.76
1337	1982	1	10	0.0	
1338	1982	0	12	2.77	14.48
1339	1982	1	12	0.94	12.24
1340	1982	1	11	0.0	
1341	1982	0	8	2.23	
1342	1982	1	11	0.0	
1343	1982	0	8	1.96	4.54
1344	1982	0	10		6.09
1345	1982	1	11	0.0	
1346	1982	1	11	0.0	
1347	1982	0	7	2.0	4.54
1348	1982	0	9	1.77	6.77
1349	1982	0	12	4.0	2.88
1350	1982	0	10	2.56	4.23
1351	1982	0	12	1.08	
1352	1982	0	12	1.37	
1353	1982	0	12	2.46	5.2
1354	1982	0	8	0.0	
1355	1982	0	6	2.0	
1356	1982	0	9		5.77
1357	1982	0	10	2.13	
